Type,Impact,Category,File,Function,Count
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/encryption/AESKeyFileEncrypterTest.java,AESKeyFileEncrypterTest.testDecryptNonsense,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testMapConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/manager/SimpleAuthenticationManagerTest.java,SimpleAuthenticationManagerTest.testCreateSaslNegotiatorForUnsupportedMechanisms,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateEnforcesAttributeValidValuesWithSets,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testHierarchyContextVariableWithThisRef,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testIdAndTypeAreImmutableAttribute,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testSetAttributesInterpolateValues,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDefaultContextIsInContextKeys,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateAwaitsAttainState_StateChangeSyncErrors,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testMapToManagedAttributeValue,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testIntegerAttributeValueFromInteger,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/store/preferences/PreferencesRecovererTest.java,PreferencesRecovererTest.setUp,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,org.apache.qpid.server.model.testmodels.singleton.AbstractConfiguredObjectTest$#8.run(),3
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testInvalidIntegerAttributeValueFromContextVariable,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/ConfiguredObjectTypeRegistryTest.java,ConfiguredObjectTypeRegistryTest.testOperationWithMandatoryParameter_RejectsNullParameter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testPostSetAttributesReportsChanges,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testGlobalContextDefaultWithThisRef,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.testDeleteNull,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDeleteConfiguredObjectReferredFromAttribute,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.doDuplicateChildCheck,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/encryption/AESKeyFileEncrypterTest.java,AESKeyFileEncrypterTest.testEncryptingNullFails,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testHierarchyContextVariableWithAncestorRef,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testDeleteConfiguredObject,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testStatistics,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCloseAwaitsChildCloseCompletion,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testImmutableAttribute,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testChangeEnforcesAttributeValidValuePatterns,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testRemoveContextVariable,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testEnumAttributeValueFromEnum,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testMapToManagedAttributeValueWithFactory,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testParentDeleteValidationFailureLeavesChildreIntact,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testDateConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testNonGenericListConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testOverriddenDefaultedAttributeValue,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testUserPreferencesCreatedOnEngineCreation,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testGlobalContextDefault,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testStringAttributeValueFromContextVariableProvidedBySystemProperty,3
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testNonGenericSetConverter,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/singleton/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testSecureValueRetrieval,1
Explicit null dereferenced,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/AbstractConfiguredObjectTest.java,AbstractConfiguredObjectTest.testCreateUnrecognisedType,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.createTestFile,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/sasl/plain/PlainNegotiatorTest.java,PlainNegotiatorTest.testHandleNoInitialResponse,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/streams/CompositeInputStreamTest.java,CompositeInputStreamTest.testReadsMixed_SingleStream,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferTest.java,QpidByteBufferTest.testView,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/manager/PrincipalDatabaseAuthenticationManagerTest.java,PrincipalDatabaseAuthenticationManagerTest.testSaslAuthenticationNotCompleted,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/streams/CompositeInputStreamTest.java,CompositeInputStreamTest.testReadByteArray_MultipleStreams,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferOutputStreamTest.java,QpidByteBufferOutputStreamTest.testWriteByteArrays,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/FileKeyStoreTest.java,FileKeyStoreTest.testCreateKeyStoreFromDataUrl_BadKeystoreBytes,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/store/MessageStoreTestCase.java,MessageStoreTestCase.enqueueMessage,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/FileTrustStoreTest.java,FileTrustStoreTest.testCreateTrustStoreFromDataUrl_BadTruststoreBytes,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferTest.java,QpidByteBufferTest.testDeflateInflateDirect,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/database/AbstractPasswordFilePrincipalDatabaseTest.java,AbstractPasswordFilePrincipalDatabaseTest.createPasswordFile,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferOutputStreamTest.java,QpidByteBufferOutputStreamTest.testWriteMixed,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/database/Base64MD5PasswordFilePrincipalDatabaseTest.java,Base64MD5PasswordFilePrincipalDatabaseTest.testCreatePrincipalIsSavedToFile,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testUpdatePasswordIsSavedToFile,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/sasl/oauth2/OAuth2NegotiatorTest.java,OAuth2NegotiatorTest.OAuth2NegotiatorTest,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/SystemLauncherTest.java,SystemLauncherTest.testConsoleLogsOnSuccessfulStartup,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/util/StringsTest.java,StringsTest.hexDumpSingleByte,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.prepareFileForSearchTest,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/sasl/plain/PlainNegotiatorTest.java,PlainNegotiatorTest.testHandleNoInitialResponseNull,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/TrustStoreMessageSourceTest.java,TrustStoreMessageSourceTest.setUp,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/manager/PrincipalDatabaseAuthenticationManagerTest.java,PrincipalDatabaseAuthenticationManagerTest.testSaslAuthenticationError,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferTest.java,QpidByteBufferTest.testDeflateInflateHeap,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/SubjectCreatorTest.java,SubjectCreatorTest.SubjectCreatorTest,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/SystemLauncherTest.java,SystemLauncherTest.startBrokerAndCollectSystemOutput,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/sasl/SaslUtil.java,SaslUtil.generateCramMD5HexClientResponse,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/database/Base64MD5PasswordFilePrincipalDatabaseTest.java,Base64MD5PasswordFilePrincipalDatabaseTest.testUpdatePasswordIsSavedToFile,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/sasl/scram/ScramNegotiatorTest.java,ScramNegotiatorTest.calculateClientProof,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/sasl/SaslUtil.java,SaslUtil.generateCramMD5ClientResponse,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/TrustStoreMessageSourceTest.java,TrustStoreMessageSourceTest.assertCertificates,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/util/StringsTest.java,StringsTest.hexDumpManyBytes,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/manager/PrincipalDatabaseAuthenticationManagerTest.java,PrincipalDatabaseAuthenticationManagerTest.testInitialiseWhenPasswordFileExists,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferTest.java,QpidByteBufferTest.testInflatingUncompressedBytes_ThrowsZipException,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/TrustStoreMessageSourceTest.java,TrustStoreMessageSourceTest.getCertificatesFromMessage,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/streams/CompositeInputStreamTest.java,CompositeInputStreamTest.testAvailable_MultipleStreams,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testCreatePrincipalIsSavedToFile,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/bytebuffer/QpidByteBufferOutputStreamTest.java,QpidByteBufferOutputStreamTest.testWriteByteArrays_ArrayTooLargeForSingleBuffer,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/SystemLauncherTest.java,SystemLauncherTest.testConsoleLogsOnUnsuccessfulStartup,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/streams/CompositeInputStreamTest.java,CompositeInputStreamTest.testReadByteByByte_MultipleStreams,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/manager/PrincipalDatabaseAuthenticationManagerTest.java,PrincipalDatabaseAuthenticationManagerTest.testSaslAuthenticationSuccess,1
Dm: Dubious method used,Low,SpotBugs: Internationalization,/src/test/java/org/apache/qpid/server/security/auth/manager/oauth2/OAuth2MockEndpoint.java,OAuth2MockEndpoint.sendError,1
Dereference null return value,Medium,Null pointer dereferences,/media/data/muse2/muse2repo_qpid_src/qpid-mutant20/broker-codegen/src/main/java/org/apache/qpid/server/model/ConfiguredObjectRegistrationGenerator.java,ConfiguredObjectRegistrationGenerator.processAnnotatedElement,1
Dereference null return value,Medium,Null pointer dereferences,/media/data/muse2/muse2repo_qpid_src/qpid-mutant20/broker-codegen/src/main/java/org/apache/qpid/server/model/ConfiguredObjectFactoryGenerator.java,ConfiguredObjectFactoryGenerator.getParamName,1
Dereference null return value,Medium,Null pointer dereferences,/media/data/muse2/muse2repo_qpid_src/qpid-mutant20/broker-codegen/src/main/java/org/apache/qpid/server/model/validation/AttributeAnnotationValidator.java,AttributeAnnotationValidator.checkValidValuesPatternOnAppropriateTypes,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/model/testmodels/hierarchy/ConfiguredObjectTypeRegistryTest.java,ConfiguredObjectTypeRegistryTest.testGetValidChildTypes,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/queue/AbstractQueueTestBase.java,AbstractQueueTestBase.getExpirationOnQueue,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.testCopyFile,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/manager/SimpleLDAPAuthenticationManagerTest.java,SimpleLDAPAuthenticationManagerTest.setUpKerberos,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testUpdatePasswordIsSavedToFile,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/queue/AbstractQueueTestBase.java,AbstractQueueTestBase.testRingOverflowPolicyMaxSize,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/database/PlainPasswordFilePrincipalDatabaseTest.java,PlainPasswordFilePrincipalDatabaseTest.testCreatePrincipalIsSavedToFile,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/queue/AbstractQueueTestBase.java,AbstractQueueTestBase.testNoneOverflowPolicy,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/database/Base64MD5PasswordFilePrincipalDatabaseTest.java,Base64MD5PasswordFilePrincipalDatabaseTest.testUpdatePasswordIsSavedToFile,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/database/Base64MD5PasswordFilePrincipalDatabaseTest.java,Base64MD5PasswordFilePrincipalDatabaseTest.testCreatePrincipalIsSavedToFile,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/sasl/plain/PlainNegotiatorTest.java,PlainNegotiatorTest.setUp,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/manager/SimpleLDAPAuthenticationManagerTest.java,SimpleLDAPAuthenticationManagerTest.createAuthenticationProvider,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/queue/AbstractQueueTestBase.java,AbstractQueueTestBase.testRingOverflowPolicyMaxCount,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/util/GZIPUtilsTest.java,GZIPUtilsTest.testCompressUncompress,1
Dereference null return value,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/util/GZIPUtilsTest.java,GZIPUtilsTest.testNonHeapBuffers,1
Dereference after null check,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/store/TestRecord.java,TestRecord.equals,1
Dereference after null check,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/security/auth/manager/PlainPasswordFileAuthenticationManagerFactoryTest.java,PlainPasswordFileAuthenticationManagerFactoryTest.tearDown,1
Dereference after null check,Medium,Null pointer dereferences,/src/test/java/org/apache/qpid/server/store/TestRecord.java,TestRecord.equals,1
DMI: Dubious method invocation,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/security/group/FileGroupDatabaseTest.java,FileGroupDatabaseTest.testMissingGroupFile,1
DMI: Dubious method invocation,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/util/FileUtilsTest.java,FileUtilsTest.testOpenFileOrDefaultResourceOpensDefaultResource,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/util/CommandLineParserTest.java,CommandLineParserTest.testParseMandatoryFailsNoOption,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/model/VirtualHostTest.java,VirtualHostTest.testRestartingVirtualHostRecoversChildren,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/model/AttributeValueConverterTest.java,AttributeValueConverterTest.testMapToManagedAttributeValueWithFactory,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/security/auth/manager/ManagedAuthenticationManagerTestBase.java,ManagedAuthenticationManagerTestBase.testCreateUser,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/security/encryption/AESKeyFileEncrypterTest.java,AESKeyFileEncrypterTest.testEncryptingNullFails,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/security/auth/database/PlainUserTest.java,PlainUserTest.testTooLongArrayConstructor,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/util/CommandLineParserTest.java,CommandLineParserTest.testParseManadatoryFreeArgumentFailsNoArgument,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/configuration/store/ManagementModeStoreHandlerTest.java,ManagementModeStoreHandlerTest.testRemove,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/security/auth/database/HashedUserTest.java,HashedUserTest.testToLongArrayConstructor,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/util/CommandLineParserTest.java,CommandLineParserTest.testParseFormattedFreeArgumentFailsBadArgument,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/util/CommandLineParserTest.java,CommandLineParserTest.testParseFlagCondensedWithOptionFails,1
DLS: Dead local store,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/util/CommandLineParserTest.java,CommandLineParserTest.testParseFormattedOptionArgumentFailsBadArgument,1
BC: Bad casts of object references,Low,SpotBugs: Dodgy code,/src/test/java/org/apache/qpid/server/security/auth/manager/ldap/LDAPSSLSocketFactoryGeneratorTest.java,LDAPSSLSocketFactoryGeneratorTest.testGetDefaultCreatesInstance,1
